Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
4642,TX,Family Medicine,0,11607.92,738,Food and Beverage,11158.6,1227.0000000000002,84
4643,FL,Obstetrics & Gynecology,0,12480.6,90,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",3850,7061.57,29
4644,NY,Internal Medicine,0,10415.13,349,Food and Beverage,9892.9,2358.79,130
4645,PR,Ophthalmology,0,1471.89,28,Food and Beverage,1471.89,378.69,7
4646,OR,Internal Medicine,0,2849.38,72,Food and Beverage,2687.83,703.32,27
4647,IN,Family Medicine,0,18351.63,665,Food and Beverage,17832.17,1506.4799999999996,49
4648,IN,Family Medicine,0,9612.09,755,Food and Beverage,9294.63,756.53,52
4649,KY,Family Medicine,0,9053.78,824,Food and Beverage,8888.78,438.3399999999999,51
4650,TX,Eye and Vision Services Providers,0,1004.02,45,Food and Beverage,852.72,123.48000000000002,6
4651,CA,Orthopaedic Surgery,0,69250.86,149,Consulting Fee,29962.5,23764.81,32
4652,CA,Dermatology,0,6635.09,333,Food and Beverage,6308.47,1440.0299999999997,64
4653,CO,Internal Medicine,0,28699.46,58,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",24631,23751.64,24
4654,FL,Podiatric Medicine & Surgery Service Providers,0,1458.94,39,Food and Beverage,1272.94,327.74,4
4655,TX,Internal Medicine,0,3503.66,192,Food and Beverage,3428.28,1887.2,123
4656,CA,Eye and Vision Services Providers,0,1410.98,46,Food and Beverage,1325.76,217.38,4
4657,FL,Internal Medicine,0,42495.24,622,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",30450,6158.579999999999,23
4659,IL,Surgery,0,3888.72,52,Consulting Fee,1440.25,1202.0000000000002,15
4660,IN,Family Medicine,0,236130.89,596,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",163915,59536.02,123
4661,FL,Family Medicine,0,4681.69,197,Food and Beverage,4412.05,645.35,48
4663,IL,Orthopaedic Surgery,1,5781519.86,809,Royalty or License,3986976.87,578884.3500000001,128
4664,MI,Family Medicine,0,4167.53,325,Food and Beverage,4152.84,423.58000000000004,46
4665,FL,Internal Medicine,0,3876.22,264,Food and Beverage,3835.44,1437.88,102
4666,FL,Internal Medicine,0,4244.0199999999995,133,Food and Beverage,2456.69,1396.21,55
4667,FL,Obstetrics & Gynecology,0,1068.17,67,Food and Beverage,896.0600000000001,124.39,11
4668,TX,Emergency Medicine,0,1109.29,49,Food and Beverage,1099.29,391.41,13
4669,VA,Internal Medicine,0,6561.79,406,Food and Beverage,5392.25,2008.33,102
4671,TX,Surgery,0,2362.02,108,Food and Beverage,2356.42,433.22,17
4672,SC,Internal Medicine,0,599.82,25,Food and Beverage,549.39,197.45,5
4673,CA,Internal Medicine,0,21364.97,673,Food and Beverage,15238.41,1978.65,43
4674,CA,Pediatrics,0,1096.51,47,Food and Beverage,1096.51,187.91,8
4676,VA,Eye and Vision Services Providers,0,3385.73,181,Food and Beverage,3363.77,667.3400000000001,31
4677,NJ,Dental Providers,1,9090.73,84,Gift,3513,4151.68,5
4679,WV,Otolaryngology,0,1101.78,63,Food and Beverage,1101.78,321.5,23
4680,MD,Family Medicine,0,1353.93,83,Food and Beverage,1323.98,818.52,55
4681,UT,Pediatrics,0,272.89,19,Food and Beverage,272.89,65.81,4
4683,WA,Internal Medicine,0,759.58,16,Food and Beverage,446.74,93.51000000000002,6
4684,LA,Ophthalmology,0,1833.53,29,Food and Beverage,1045.8799999999999,825.5400000000001,7
4686,CA,Dermatology,0,59567.74,97,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",45075,22576.16,21
4687,TN,Internal Medicine,0,19753.59,927,Food and Beverage,16946.83,3872.13,98
4690,NV,Dental Providers,0,4809.03,51,Food and Beverage,3143.09,2522.3500000000004,13
4691,NE,Orthopaedic Surgery,0,8568.45,56,Travel and Lodging,4103.14,2656.2599999999998,13
4692,TN,Internal Medicine,0,13314.53,703,Food and Beverage,11203.57,846.3,40
4693,MD,Obstetrics & Gynecology,0,1173.49,69,Food and Beverage,1173.49,265.53,13
4694,PA,Internal Medicine,0,3939.01,253,Food and Beverage,3855.99,445.05,30
4697,KS,Family Medicine,0,396.4,29,Food and Beverage,396.4,133.60999999999999,10
4698,AZ,Pediatrics,0,592.03,39,Food and Beverage,592.03,93.87999999999998,5
4699,TX,Dental Providers,0,1881.74,46,Food and Beverage,1223.74,773.3799999999999,9
4701,NJ,Internal Medicine,0,5015.76,313,Food and Beverage,4723.84,427.4200000000001,22
4702,AR,Family Medicine,0,9249.39,731,Food and Beverage,9062.21,751.3200000000002,58
4703,RI,Psychiatry & Neurology,0,711.09,60,Food and Beverage,542.1,201.07,19
4704,OH,Psychiatry & Neurology,0,16453.18,1052,Food and Beverage,15317.23,3067.0699999999997,338
4705,FL,Neurological Surgery,0,572074.19,441,Consulting Fee,262773.39,243864.18,170
4706,TX,Family Medicine,0,5425.86,369,Food and Beverage,5270.3,872.1800000000001,72
4708,WA,Plastic Surgery,0,2970.91,35,Travel and Lodging,1859.4099999999999,2291.16,9
4709,AL,Pediatrics,0,871.88,61,Food and Beverage,857.63,170.03,12
4710,TX,Orthopaedic Surgery,0,116960.32,100,Consulting Fee,91237.5,42142.380000000005,19
4712,IN,Podiatric Medicine & Surgery Service Providers,0,3978.43,277,Food and Beverage,3850.33,550.07,43
4713,VA,Family Medicine,0,5615.2,375,Food and Beverage,5490.64,1114.25,81
4714,OH,Family Medicine,0,13166.67,850,Food and Beverage,8991.33,2904.6099999999997,92
4715,OK,Internal Medicine,0,2161.88,142,Food and Beverage,2161.07,533.05,31
4716,CA,Emergency Medicine,0,323.75,22,Food and Beverage,323.75,82.89999999999999,5
4717,IL,Family Medicine,0,17970.83,668,Food and Beverage,17753.74,2024.3,143
4718,AZ,Family Medicine,0,7211.95,180,Food and Beverage,3702.76,2225.03,21
4720,PR,General Practice,0,4981.05,95,Food and Beverage,4969.24,916.38,13
4722,CA,Obstetrics & Gynecology,0,1323.43,71,Food and Beverage,1227.55,361.39000000000004,18
4723,PA,Obstetrics & Gynecology,0,2365.05,78,Food and Beverage,1487.22,1012.6,9
4724,VA,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,27235.19,80,Food and Beverage,12810,10166.98,22
4725,TX,Ophthalmology,0,2480.36,29,Gift,1300,1489.6599999999999,7
4726,OR,Surgery,0,7261.09,73,Travel and Lodging,2876.96,6318.97,21
4727,NV,Eye and Vision Services Providers,0,14464.78,22,Grant,10000,12974.5,7
4728,CA,Ophthalmology,0,2228.13,47,Food and Beverage,1654.33,750.67,9
4729,AZ,Obstetrics & Gynecology,0,2590.29,104,Food and Beverage,1808.25,713.4599999999999,11
4730,CA,Plastic Surgery,0,13590.49,83,Consulting Fee,4000,8516.59,19
4731,CA,Otolaryngology,0,1069.48,33,Food and Beverage,1069.48,197.33000000000004,8
4732,CA,Eye and Vision Services Providers,0,6015.51,43,Education,3267.88,4987.26,5
4733,CA,Internal Medicine,0,2759.4,152,Food and Beverage,2718.24,541.35,35
4735,KY,Physical Medicine & Rehabilitation,0,1191.78,68,Food and Beverage,1177.53,319.28000000000003,14
4738,CA,Surgery,0,35828.84,175,Consulting Fee,10312.5,14130.509999999998,47
4739,TX,Internal Medicine,1,17179.13,280,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",10570,8357.199999999999,114
4741,MA,Internal Medicine,0,19931.48,89,Food and Beverage,6009.79,3391.64,12
4743,KY,Urology,0,2894.39,143,Food and Beverage,2336.68,550.96,26
4744,NC,Family Medicine,0,735.36,57,Food and Beverage,735.36,232.97999999999996,17
4746,PR,General Practice,0,8280.26,120,Food and Beverage,7530.74,1402.1599999999999,15
4747,WV,Family Medicine,0,1936.68,136,Food and Beverage,1561.26,568.15,57
4748,NV,Internal Medicine,1,878.15,43,Food and Beverage,771.12,228.09,12
4749,VA,Dermatology,0,5596.96,258,Food and Beverage,4826.54,704.3000000000001,40
4750,TX,Ophthalmology,0,347.84,23,Food and Beverage,347.84,99.28,7
4751,IL,Dental Providers,0,306555.7,287,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",167669.96,122616.71,58
4752,TX,Internal Medicine,0,3572.15,60,Food and Beverage,2051.91,1899.1499999999999,22
4755,CA,Internal Medicine,0,42411.92,647,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",27877.2,10650.81,61
4758,OH,Internal Medicine,0,2635.45,49,Travel and Lodging,1428.94,1817.9800000000002,15
4759,AZ,Internal Medicine,0,876.25,43,Food and Beverage,870.23,296.69,14
4760,CA,Ophthalmology,0,1576.79,48,Food and Beverage,1489.15,297.65,8
4761,LA,Psychiatry & Neurology,0,2484.91,99,Food and Beverage,2051.95,693.1099999999999,16
4762,MA,Dental Providers,0,8329.21,59,Gift,4085,5979.429999999999,27
4763,CA,Family Medicine,0,757.86,31,Food and Beverage,420.26,234.72000000000003,4
4764,NY,Emergency Medicine,0,314.52,18,Food and Beverage,314.52,134.51,5
4765,NY,Family Medicine,0,5688.96,214,Food and Beverage,5626.78,1005.1300000000001,24
4767,TX,Obstetrics & Gynecology,0,1325.56,79,Food and Beverage,1262.23,503.67,29
4768,TX,Family Medicine,0,3759.58,279,Food and Beverage,3652.67,604.1399999999999,48
4769,NC,Family Medicine,0,1796.14,98,Food and Beverage,1796.14,461.41999999999996,28
4770,TN,Internal Medicine,0,15465.08,911,Food and Beverage,15319.89,2796.44,115
4771,CO,Internal Medicine,0,3878.17,228,Food and Beverage,3864.28,584.71,31
4772,GA,Psychiatry & Neurology,1,1499.5,105,Food and Beverage,1368.36,361.96999999999997,26
4773,MN,Pediatrics,0,328.32,24,Food and Beverage,328.32,77.01,5
4774,IN,Ophthalmology,1,3020.53,100,Food and Beverage,2963.5,707.6099999999999,6
4775,MD,Orthopaedic Surgery,0,1333,43,Food and Beverage,894.5699999999999,211.56000000000003,8
4776,NC,Internal Medicine,0,2826.24,192,Food and Beverage,2764.76,875.3199999999999,61
4777,VA,Internal Medicine,0,42992.12,293,Consulting Fee,16400,11361.490000000002,53
4778,OH,Orthopaedic Surgery,0,3318.79,40,Education,1418,1348.1799999999998,5
4779,NJ,Internal Medicine,0,342.09,26,Food and Beverage,342.09,145.42999999999998,12
4780,OH,Dental Providers,0,1218.1599999999999,39,Gift,679.76,902.3299999999999,24
4781,KY,Family Medicine,0,5530.56,474,Food and Beverage,5128.16,685.94,92
4782,MI,Internal Medicine,0,8271.38,342,Food and Beverage,6966.1,1076.15,56
4783,VA,Psychiatry & Neurology,0,50491.55,391,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",35225,32207.129999999997,136
4784,WI,Internal Medicine,0,14117.61,570,Food and Beverage,8202.5,3131.7099999999996,79
4786,AR,Ophthalmology,1,1873.3799999999999,69,Food and Beverage,1678.6,409.21000000000004,12
4787,PA,Eye and Vision Services Providers,0,1003.33,49,Food and Beverage,1003.33,123.41000000000003,4
4790,MI,Internal Medicine,0,10514.52,233,Food and Beverage,6650.53,2115.86,48
4791,FL,Internal Medicine,0,1409.22,81,Food and Beverage,1365.57,150.46,10
4792,AL,Dental Providers,0,1004765.74,186,Consulting Fee,690815,363994.38,32
4793,NV,Otolaryngology,0,16835.15,166,Consulting Fee,8950,7076.2,31
4794,TX,Family Medicine,0,14800.31,1202,Food and Beverage,14775.17,436.4300000000003,73
4795,OH,Internal Medicine,0,29980.46,1639,Food and Beverage,23048.37,4973.73,106
4796,ID,Psychiatry & Neurology,0,172912.32,391,Honoraria,39934.74,93730.51000000001,194
4798,FL,Internal Medicine,0,2979.22,229,Food and Beverage,2869.76,696,49
4800,NJ,Surgery,0,5282.11,83,Food and Beverage,3152.11,2096.14,13
4801,GA,Emergency Medicine,0,438.24,29,Food and Beverage,438.24,120.67,8
4802,GA,Internal Medicine,0,1308.1,97,Food and Beverage,1291.46,203.88,17
4803,TX,Eye and Vision Services Providers,0,1350.82,57,Food and Beverage,1313.17,413.41,15
4804,GA,Dental Providers,0,3768.99,32,Food and Beverage,3340.99,2615.0099999999998,7
4805,FL,Surgery,0,11664.99,167,Food and Beverage,9297.9,2854.99,43
4806,IL,Obstetrics & Gynecology,0,3840.33,223,Food and Beverage,3451.4,263.58000000000004,16
4808,WV,Psychiatry & Neurology,0,4477.7,81,Travel and Lodging,2753.73,2488.27,33
4809,OH,Family Medicine,0,13395.22,836,Food and Beverage,12767.53,961.3000000000002,76
4810,IL,Urology,0,5800.27,222,Food and Beverage,4865.16,1024.31,12
4811,NY,"Neuromusculoskeletal Medicine, Sports Medicine",0,4832.22,66,Food and Beverage,2794.09,2116.64,15
4814,CA,Neurological Surgery,0,9125.41,82,Food and Beverage,3450.13,3714.47,39
4815,KY,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,13388.59,204,Food and Beverage,7072.49,1646.6599999999999,23
4816,GA,Pediatrics,0,1249.6100000000001,59,Food and Beverage,857.5,477.2800000000001,9
4819,FL,Internal Medicine,0,173035.27,286,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",125480,41570.07,41
4820,GA,Dental Providers,0,13855.54,49,Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program,2500,4215.37,5
4820,GA,Dental Providers,0,13855.54,49,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,2500,4215.37,5
4821,NV,Internal Medicine,0,2822.38,156,Food and Beverage,2808.13,824.5,37
4822,CO,Family Medicine,0,606.92,31,Food and Beverage,606.92,169.04000000000002,5
4823,FL,Psychiatry & Neurology,0,6562.07,396,Food and Beverage,4921.95,1721.3899999999999,77
4824,MI,Internal Medicine,0,4454.23,222,Food and Beverage,4395.48,1090.59,79
4825,CO,Dental Providers,0,19180.26,23,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",18000,15975.300000000001,12
4827,TX,Psychiatry & Neurology,0,13060.67,320,Food and Beverage,7086.03,3349.38,66
4828,FL,Internal Medicine,0,1431.27,60,Food and Beverage,1417.69,550.03,23
4829,AZ,Eye and Vision Services Providers,0,1410.67,33,Food and Beverage,1410.67,249.65000000000003,4
4830,AZ,Internal Medicine,0,3936.54,255,Food and Beverage,3457.04,717.1600000000001,41
4831,PA,Emergency Medicine,0,628.2,24,Food and Beverage,628.2,170.04000000000002,8
4832,GA,Eye and Vision Services Providers,0,2178.8,101,Food and Beverage,2141.15,265.7099999999999,17
4833,SC,Family Medicine,0,8634.03,632,Food and Beverage,8509.25,479.55999999999995,31
4834,AL,Internal Medicine,0,67768.74,915,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",45046.5,30660.46,208
4835,FL,Psychiatry & Neurology,0,5278.03,202,Food and Beverage,3434.2,1124.2399999999998,53
4836,IL,Surgery,0,11273.27,47,Education,5579.99,7930.3499999999995,19
4838,NC,Obstetrics & Gynecology,0,6283.4800000000005,155,Consulting Fee,2800,4004.6200000000003,21
4839,GA,Plastic Surgery,0,767.52,27,Food and Beverage,767.52,456.29,8
4840,OK,Otolaryngology,0,2451.4,97,Food and Beverage,1804.1299999999999,1205.01,28
4841,SC,Dermatology,0,1807.22,118,Food and Beverage,1707.23,494.93,34
4843,NJ,Dental Providers,0,1967.78,19,Food and Beverage,1920.97,384.4700000000001,2
4845,MD,Colon & Rectal Surgery,0,5141.67,42,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",3150,3202.54,7
4846,CT,Internal Medicine,0,6885.41,437,Food and Beverage,6732.59,299.39999999999986,50
4847,NY,Internal Medicine,0,10175.53,550,Food and Beverage,8146.1,2344.2000000000003,165
4848,RI,Dermatology,0,101583.24,684,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",67375,30305.17,127
4849,TX,Internal Medicine,0,11440.66,359,Food and Beverage,7134.2,4170.63,122
4850,FL,Family Medicine,0,4489.72,336,Food and Beverage,4425.2,372.19999999999993,35
4852,FL,Eye and Vision Services Providers,0,6529.7300000000005,109,Food and Beverage,4147.43,1762.4299999999998,16
4853,NY,Dermatology,0,9808.41,235,Food and Beverage,5852.92,4290.0199999999995,25
4854,CA,Radiology,0,7377.5,75,Food and Beverage,3716.36,4057.29,33
4855,KS,Dermatology,0,2307.35,104,Food and Beverage,2163.35,670.16,40
4856,TX,Podiatric Medicine & Surgery Service Providers,0,9495.6,168,Food and Beverage,5349.41,5570.450000000001,55
4857,CA,Psychiatry & Neurology,0,3741.59,61,Food and Beverage,2611.8,1638.79,19
4858,MO,Family Medicine,0,2855.6,181,Food and Beverage,2798.78,1086.01,67
4860,MN,Internal Medicine,1,124849.65,103,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",107271,71546.48999999999,39
4861,AL,Internal Medicine,0,2797.48,105,Food and Beverage,2795.23,745.04,29
4862,TX,Internal Medicine,0,10792.06,758,Food and Beverage,10675.2,635.1600000000001,42
4863,NY,Internal Medicine,0,943.15,54,Food and Beverage,931.19,121.85000000000001,6
4864,GA,Internal Medicine,0,44504.49,76,Consulting Fee,39250,40035.880000000005,18
4865,DE,Internal Medicine,0,5980.8499999999995,85,Food and Beverage,3034.29,2056.85,21
4867,CA,Internal Medicine,0,7259.01,345,Food and Beverage,7065.41,1427.72,97
4868,NJ,Obstetrics & Gynecology,0,2921.89,105,Food and Beverage,2132.49,805.57,34
4870,CA,Internal Medicine,0,1151.95,66,Food and Beverage,1151.95,328.9,20
4871,PR,Surgery,0,22097.35,62,Gift,18914,10441.27,7
4874,FL,Orthopaedic Surgery,0,3866.15,54,Food and Beverage,3323.29,901.2499999999999,10
4876,CA,Obstetrics & Gynecology,0,3756.34,205,Food and Beverage,3523.92,378.52000000000004,12
4877,TX,Surgery,0,18832.53,227,Food and Beverage,6405.37,4408.3099999999995,24
4878,PA,Internal Medicine,0,4749.64,71,Travel and Lodging,3272.52,1620.8400000000001,37
4879,NY,Internal Medicine,0,7940.43,160,Food and Beverage,7672.92,913.4100000000001,10
4880,NY,Ophthalmology,1,14852.75,169,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,7500,5039.11,16
4881,NY,Internal Medicine,0,2420.51,131,Food and Beverage,2407.64,536.0600000000001,34
